Date,Time,State,City,Location_Zone,Ride_Request,Available_Vehicle,Completed_Rides,Cancelled_Rides,Average_Wait_Time,Surge_Multiplier
2026-05-15,09:00:00,Maharashtra,Mumbai,Powai,191,142,179,12,7.37,1.13
2026-07-07,10:00:00,Maharashtra,Mumbai,Kurla,164,211,154,10,5.77,1.01
2026-05-30,21:00:00,Maharashtra,Mumbai,Kurla,128,201,124,4,5.83,1.02
2026-05-05,07:00:00,Maharashtra,Mumbai,Dadar,155,111,127,28,7.03,1.19
2026-07-12,09:00:00,Maharashtra,Mumbai,Dadar,95,101,89,6,6.44,1.06
2026-06-15,12:00:00,Maharashtra,Mumbai,Thane,107,102,98,9,5.6,1.03
2026-07-08,22:00:00,Maharashtra,Mumbai,Powai,108,147,102,6,4.71,1.01
2026-05-19,05:00:00,Maharashtra,Mumbai,Borivali,63,182,59,4,6.19,1.0
2026-06-27,17:00:00,Maharashtra,Mumbai,Borivali,217,209,196,21,5.28,1.07
2026-05-16,14:00:00,Maharashtra,Mumbai,,167,183,156,11,6.93,1.08
2026-07-07,18:00:00,Maharashtra,Mumbai,Kurla,332,219,296,36,6.67,1.2
2026-05-22,01:00:00,Maharashtra,Mumbai,Dadar,33,97,31,2,3.97,1.0
2026-06-28,11:00:00,Maharashtra,Mumbai,Lower Parel,105,164,94,11,4.9,1.0
2026-05-22,15:00:00,Maharashtra,Mumbai,Lower Parel,115,175,106,9,4.86,1.03
2026-05-04,16:00:00,Maharashtra,Mumbai,Bandra,90,121,86,4,6.87,1.0
2026-05-25,17:00:00,Maharashtra,Mumbai,Thane,147,150,130,17,7.62,1.12
2026-05-10,04:00:00,Maharashtra,Mumbai,Lower Parel,52,165,47,5,5.14,1.0
2026-07-17,10:00:00,Maharashtra,Mumbai,Bandra,81,106,77,4,5.39,1.0
2026-06-07,09:00:00,Maharashtra,Mumbai,Andheri,145,173,131,14,7.08,1.0
2026-05-14,19:00:00,Maharashtra,Mumbai,Kurla,320,206,285,35,8.62,1.23
2026-06-06,11:00:00,Maharashtra,Mumbai,Dadar,59,106,56,3,5.0,1.01
2026-05-30,10:00:00,Maharashtra,Mumbai,Thane,71,92,64,7,6.98,1.0
2026-05-28,10:00:00,Maharashtra,Mumbai,Borivali,136,198,125,11,6.26,1.0
2026-05-28,17:00:00,Maharashtra,Mumbai,Bandra,185,142,163,22,6.58,1.16
2026-06-29,00:00:00,Maharashtra,Mumbai,Kurla,73,176,66,7,5.42,1.01
2026-07-09,17:00:00,Maharashtra,Mumbai,Lower Parel,264,200,233,31,7.4,1.18
2026-05-22,13:00:00,Maharashtra,Mumbai,Kurla,174,197,160,14,5.08,1.05
2026-07-28,12:00:00,Maharashtra,Mumbai,Borivali,177,179,163,14,5.8,1.05
2026-07-16,20:00:00,Maharashtra,Mumbai,Powai,193,135,171,22,7.85,1.21
2026-06-28,16:00:00,Maharashtra,Mumbai,Powai,100,123,97,3,5.22,1.03
2026-07-01,07:00:00,Maharashtra,Mumbai,Thane,144,139,133,11,6.14,1.1
2026-05-04,10:00:00,Maharashtra,Mumbai,Dadar,81,98,75,6,6.21,1.03
2026-07-10,06:00:00,Maharashtra,Mumbai,Lower Parel,126,196,114,12,,1.0
2026-05-25,04:00:00,Maharashtra,Mumbai,Andheri,45,154,41,4,5.71,1.0
2026-05-09,16:00:00,Maharashtra,Mumbai,Powai,103,139,91,12,4.64,1.02
,04:00:00,Maharashtra,Mumbai,Kurla,74,166,69,5,3.62,1.0
2026-06-09,04:00:00,Maharashtra,Mumbai,Powai,44,131,42,2,3.92,1.0
2026-07-11,01:00:00,Maharashtra,Mumbai,Kurla,79,198,74,5,5.03,
2026-06-02,23:00:00,Maharashtra,Mumbai,Bandra,107,144,99,8,6.36,1.01
2026-05-30,19:00:00,Maharashtra,Mumbai,Powai,205,124,181,24,8.08,1.18
2026-05-10,22:00:00,Maharashtra,Mumbai,Thane,71,125,65,6,4.19,1.01
2026-05-12,09:00:00,Maharashtra,Mumbai,Dadar,142,109,128,14,8.14,1.15
2026-05-19,00:00:00,Maharashtra,Mumbai,Borivali,70,168,65,5,,1.0
2026-06-18,02:00:00,Maharashtra,Mumbai,Borivali,63,172,59,4,4.12,1.0
2026-06-22,23:00:00,Maharashtra,Mumbai,Thane,78,119,75,3,5.73,1.02
2026-07-04,15:00:00,Maharashtra,Mumbai,Powai,98,151,94,4,5.53,1.02
2026-06-19,08:00:00,Maharashtra,Mumbai,Lower Parel,174,176,153,21,6.55,1.09
2026-06-09,03:00:00,Maharashtra,Mumbai,Thane,,95,41,4,5.21,1.0
2026-05-08,08:00:00,Maharashtra,Mumbai,Kurla,314,225,278,36,7.49,1.15
2026-06-19,10:00:00,Maharashtra,Mumbai,Kurla,124,204,120,4,4.27,1.0
2026-07-13,06:00:00,Maharashtra,Mumbai,Powai,96,125,90,6,6.11,1.03
2026-05-08,01:00:00,Maharashtra,Mumbai,Thane,49,135,46,3,3.9,1.0
2026-05-26,11:00:00,Maharashtra,Mumbai,Dadar,45,87,43,2,4.67,1.0
2026-05-28,22:00:00,Maharashtra,Mumbai,Andheri,87,138,79,8,4.56,1.01
2026-05-18,20:00:00,Maharashtra,Mumbai,Thane,192,144,168,24,7.39,1.15
2026-06-21,02:00:00,Maharashtra,Mumbai,Dadar,31,84,29,2,4.59,1.02
2026-07-23,16:00:00,Maharashtra,Mumbai,Lower Parel,126,167,120,6,5.31,1.0
2026-07-17,02:00:00,Maharashtra,Mumbai,Bandra,47,114,42,5,4.71,1.04
2026-07-10,08:00:00,Maharashtra,Mumbai,Lower Parel,232,159,206,26,6.45,1.18
2026-06-04,08:00:00,Maharashtra,Mumbai,Thane,160,,147,13,5.97,1.12
2026-05-09,23:00:00,Maharashtra,,Thane,72,127,70,2,5.75,1.0
2026-05-06,12:00:00,Maharashtra,Mumbai,Powai,132,141,120,12,6.61,1.03
2026-05-09,17:00:00,Maharashtra,Mumbai,Bandra,136,154,126,10,6.47,1.05
2026-07-24,03:00:00,Maharashtra,Mumbai,Lower Parel,51,157,48,3,4.96,1.0
2026-07-18,04:00:00,Maharashtra,Mumbai,Borivali,55,172,49,6,4.95,1.0
2026-07-09,,Maharashtra,Mumbai,Dadar,115,107,104,11,6.35,1.05
2026-06-02,23:00:00,Maharashtra,Mumbai,Kurla,143,187,131,12,5.1,1.0
2026-07-10,18:00:00,Maharashtra,Mumbai,Kurla,335,197,301,34,8.59,1.25
2026-06-18,12:00:00,Maharashtra,Mumbai,,154,212,147,7,5.07,1.02
2026-06-03,09:00:00,Maharashtra,Mumbai,Bandra,170,109,153,17,8.4,1.19
2026-05-08,04:00:00,Maharashtra,Mumbai,Dadar,42,99,38,4,4.49,1.05
2026-05-16,13:00:00,Maharashtra,Mumbai,Powai,117,153,106,11,5.67,1.02
2026-06-01,12:00:00,Maharashtra,Mumbai,Lower Parel,178,169,154,24,,1.11
2026-07-23,00:00:00,,Mumbai,Thane,39,119,38,1,4.0,1.0
2026-07-04,08:00:00,,Mumbai,Andheri,166,141,152,14,6.56,1.1
2026-06-23,14:00:00,Maharashtra,Mumbai,Powai,122,150,109,13,5.85,1.0
2026-06-02,18:00:00,Maharashtra,Mumbai,Thane,165,99,140,25,7.14,1.19
2026-07-07,02:00:00,Maharashtra,Mumbai,Borivali,66,175,61,5,5.32,1.0
2026-05-24,03:00:00,Maharashtra,Mumbai,Thane,38,111,36,2,3.66,1.0
2026-06-09,22:00:00,Maharashtra,Mumbai,Dadar,67,118,62,5,4.59,1.0
2026-05-30,02:00:00,Maharashtra,Mumbai,Lower Parel,52,133,51,1,4.9,1.0
2026-07-09,03:00:00,Maharashtra,Mumbai,Borivali,62,178,58,4,5.33,1.02
2026-05-16,19:00:00,Maharashtra,Mumbai,Borivali,217,179,206,11,7.3,1.16
2026-06-16,00:00:00,Maharashtra,Mumbai,Thane,39,103,36,3,4.36,1.0
2026-06-17,18:00:00,Maharashtra,Mumbai,Powai,210,138,195,15,7.42,1.22
2026-06-29,20:00:00,Maharashtra,Mumbai,Powai,182,170,160,22,7.51,1.12
2026-06-19,11:00:00,Maharashtra,Mumbai,Bandra,88,128,77,11,5.07,1.03
2026-07-19,07:00:00,Maharashtra,Mumbai,Andheri,137,149,131,6,6.03,1.0
2026-07-14,12:00:00,Maharashtra,Mumbai,Thane,93,116,84,9,6.27,1.0
2026-05-02,16:00:00,Maharashtra,Mumbai,Andheri,95,144,90,5,4.98,1.02
2026-06-08,10:00:00,Maharashtra,Mumbai,Thane,98,122,95,3,5.04,1.0
2026-07-06,20:00:00,Maharashtra,Mumbai,Powai,222,159,194,28,6.86,1.19
2026-05-30,18:00:00,Maharashtra,Mumbai,Borivali,217,186,201,16,7.31,1.06
2026-06-19,04:00:00,Maharashtra,Mumbai,Borivali,58,188,55,3,4.63,1.0
2026-07-29,11:00:00,Maharashtra,Mumbai,Kurla,152,203,142,10,4.68,1.0
2026-05-02,23:00:00,Maharashtra,Mumbai,Powai,81,123,76,5,5.11,1.0
2026-07-23,03:00:00,Maharashtra,Mumbai,Powai,48,135,41,7,3.59,1.0
2026-07-14,13:00:00,Maharashtra,Mumbai,Powai,141,159,131,10,5.82,1.05
2026-07-07,21:00:00,Maharashtra,Mumbai,Bandra,91,118,83,8,5.77,1.04
2026-07-01,22:00:00,Maharashtra,Mumbai,Bandra,80,132,76,4,,1.01
2026-05-22,11:00:00,Maharashtra,Mumbai,Bandra,64,114,58,6,4.25,1.0
2026-05-22,16:00:00,Maharashtra,Mumbai,Kurla,138,182,127,11,3.98,1.02
2026-06-12,05:00:00,Maharashtra,Mumbai,Thane,46,126,42,4,5.11,1.0
2026-06-21,01:00:00,Maharashtra,Mumbai,Powai,48,138,44,4,5.01,1.0
2026-05-07,18:00:00,Maharashtra,Mumbai,Bandra,217,136,193,24,7.77,1.23
2026-07-16,04:00:00,Maharashtra,Mumbai,Kurla,73,173,63,10,5.44,1.02
2026-07-23,16:00:00,Maharashtra,Mumbai,Kurla,131,175,123,8,5.84,1.0
2026-07-08,08:00:00,Maharashtra,Mumbai,Thane,172,132,154,18,7.26,1.17
2026-05-31,02:00:00,Maharashtra,Mumbai,Powai,44,148,43,1,4.37,1.0
2026-06-15,00:00:00,Maharashtra,Mumbai,Andheri,46,129,46,0,4.49,1.0
2026-06-08,09:00:00,Maharashtra,Mumbai,Dadar,159,109,140,19,6.68,1.24
2026-05-31,22:00:00,Maharashtra,Mumbai,Dadar,79,85,76,3,5.79,1.02
2026-07-21,10:00:00,Maharashtra,Mumbai,Andheri,78,152,71,7,5.06,1.02
2026-06-04,16:00:00,Maharashtra,Mumbai,Borivali,125,179,118,7,5.72,1.01
2026-07-28,13:00:00,Maharashtra,Mumbai,Thane,95,119,86,9,5.26,1.02
2026-06-12,09:00:00,Maharashtra,Mumbai,Kurla,261,230,231,30,6.74,1.11
2026-05-18,08:00:00,Maharashtra,Mumbai,Thane,129,106,118,11,6.61,1.16
2026-06-09,03:00:00,Maharashtra,Mumbai,Kurla,81,163,75,6,4.67,
2026-06-14,21:00:00,Maharashtra,Mumbai,Bandra,86,136,78,8,4.75,1.0
2026-05-12,18:00:00,Maharashtra,Mumbai,Bandra,198,147,185,13,6.64,1.21
2026-07-28,18:00:00,Maharashtra,Mumbai,Bandra,190,165,173,17,6.54,1.14
2026-07-26,14:00:00,Maharashtra,Mumbai,Andheri,130,159,120,10,5.9,1.0
2026-06-01,07:00:00,Maharashtra,Mumbai,Lower Parel,229,189,211,18,6.51,1.14
2026-06-20,02:00:00,Maharashtra,,Bandra,37,100,36,1,4.13,1.02
2026-05-20,07:00:00,Maharashtra,Mumbai,Powai,162,154,140,22,5.95,1.16
2026-07-22,03:00:00,Maharashtra,Mumbai,Powai,,113,42,3,5.13,1.04
2026-06-04,06:00:00,Maharashtra,Mumbai,Borivali,119,173,109,10,5.04,1.0
2026-05-17,09:00:00,Maharashtra,Mumbai,Powai,121,167,110,11,6.89,1.0
2026-05-11,19:00:00,Maharashtra,Mumbai,Bandra,185,131,169,16,7.8,1.18
2026-05-11,14:00:00,Maharashtra,Mumbai,Thane,141,99,127,14,7.44,1.11
2026-07-15,17:00:00,Maharashtra,Mumbai,Bandra,183,129,165,18,7.36,1.18
2026-06-25,07:00:00,Maharashtra,Mumbai,Powai,173,164,162,11,7.11,1.09
2026-06-26,01:00:00,Maharashtra,,Bandra,44,117,41,3,,1.04
2026-05-18,23:00:00,Maharashtra,Mumbai,Bandra,62,122,60,2,4.94,1.0
2026-05-14,19:00:00,Maharashtra,Mumbai,Andheri,233,174,206,27,7.19,1.19
2026-07-22,01:00:00,Maharashtra,Mumbai,Andheri,44,139,42,2,4.44,1.0
2026-06-21,22:00:00,Maharashtra,Mumbai,Dadar,60,95,54,6,4.43,1.04
2026-05-24,01:00:00,Maharashtra,Mumbai,Powai,34,124,31,3,5.01,1.0
2026-05-04,23:00:00,Maharashtra,Mumbai,Andheri,107,142,98,9,5.54,1.0
2026-06-05,13:00:00,Maharashtra,Mumbai,Lower Parel,184,155,169,15,5.89,1.14
2026-07-05,19:00:00,Maharashtra,Mumbai,Bandra,147,127,133,14,6.57,1.11
2026-05-14,08:00:00,Maharashtra,Mumbai,Andheri,198,147,167,31,7.83,1.15
2026-07-26,04:00:00,Maharashtra,Mumbai,Dadar,38,73,36,2,4.98,1.0
2026-06-08,14:00:00,Maharashtra,Mumbai,Thane,110,118,98,12,5.23,1.05
2026-05-26,18:00:00,Maharashtra,Mumbai,Dadar,138,105,125,13,7.12,1.13
2026-06-08,08:00:00,Maharashtra,Mumbai,Thane,182,123,163,19,6.09,1.18
2026-07-20,08:00:00,Maharashtra,Mumbai,Kurla,235,216,211,24,7.13,1.13
2026-05-23,18:00:00,Maharashtra,Mumbai,Bandra,144,118,124,20,5.89,1.15
2026-06-04,13:00:00,Maharashtra,Mumbai,Andheri,169,147,150,19,7.78,1.05
2026-05-11,20:00:00,Maharashtra,Mumbai,Bandra,177,119,153,24,6.7,1.2
2026-06-22,02:00:00,Maharashtra,Mumbai,Andheri,58,138,54,4,5.03,1.0
2026-05-14,09:00:00,Maharashtra,Mumbai,Kurla,,238,282,23,7.62,1.14
2026-06-23,17:00:00,Maharashtra,Mumbai,Kurla,279,208,252,27,6.8,1.16
2026-05-01,18:00:00,Maharashtra,Mumbai,Thane,176,125,156,20,7.53,1.21
2026-06-05,10:00:00,Maharashtra,Mumbai,Kurla,140,209,130,10,5.2,1.0
2026-07-10,05:00:00,Maharashtra,Mumbai,Bandra,54,100,53,1,5.97,1.03
2026-06-05,21:00:00,Maharashtra,Mumbai,Lower Parel,128,152,113,15,5.49,1.05
2026-05-31,20:00:00,Maharashtra,Mumbai,Bandra,135,129,121,14,5.72,1.09
2026-06-16,04:00:00,Maharashtra,Mumbai,Powai,50,124,46,4,4.24,1.04
2026-05-13,19:00:00,Maharashtra,Mumbai,Andheri,234,175,209,25,7.24,1.14
2026-06-01,06:00:00,Maharashtra,Mumbai,Bandra,93,119,83,10,5.42,1.0
2026-06-01,23:00:00,Maharashtra,Mumbai,Thane,78,83,69,9,6.39,1.03
2026-07-06,07:00:00,Maharashtra,Mumbai,Bandra,181,126,163,18,7.3,1.18
2026-06-16,10:00:00,Maharashtra,Mumbai,Powai,74,140,73,1,5.4,1.05
2026-06-05,20:00:00,Maharashtra,Mumbai,Thane,205,140,184,21,7.25,1.25
2026-07-03,17:00:00,Maharashtra,Mumbai,Kurla,307,211,271,36,6.8,1.21
2026-06-14,10:00:00,Maharashtra,Mumbai,Borivali,117,185,114,3,4.85,1.0
2026-05-22,14:00:00,Maharashtra,Mumbai,Dadar,,103,94,11,6.62,1.12
2026-07-18,03:00:00,Maharashtra,Mumbai,Thane,47,109,39,8,5.16,1.0
2026-07-19,12:00:00,Maharashtra,Mumbai,Lower Parel,152,185,144,8,5.91,1.0
2026-06-01,15:00:00,Maharashtra,,Dadar,76,105,70,6,5.38,1.01
2026-07-10,14:00:00,Maharashtra,Mumbai,Andheri,150,149,136,14,5.9,1.06
2026-05-31,09:00:00,,Mumbai,Kurla,207,221,186,21,5.62,1.03
2026-05-05,05:00:00,Maharashtra,Mumbai,Kurla,74,206,68,6,4.16,1.0
2026-05-18,15:00:00,Maharashtra,Mumbai,Bandra,85,134,81,4,5.06,1.0
2026-06-04,06:00:00,Maharashtra,Mumbai,Bandra,92,113,85,7,4.49,1.03
2026-05-22,14:00:00,Maharashtra,Mumbai,Kurla,176,202,162,14,5.66,1.05
2026-06-08,00:00:00,Maharashtra,Mumbai,Lower Parel,63,167,55,8,5.96,1.0
2026-07-29,05:00:00,Maharashtra,Mumbai,Powai,51,124,45,6,5.08,1.02
2026-07-10,00:00:00,Maharashtra,Mumbai,Bandra,66,139,65,1,3.47,1.01
2026-07-24,08:00:00,Maharashtra,Mumbai,Thane,133,124,123,10,6.4,1.09
2026-05-09,11:00:00,Maharashtra,Mumbai,Powai,108,149,103,5,4.39,1.0
2026-05-04,09:00:00,Maharashtra,Mumbai,Kurla,291,219,255,36,6.92,1.13
2026-07-01,03:00:00,Maharashtra,Mumbai,Bandra,52,123,48,4,4.19,1.01
2026-06-17,16:00:00,Maharashtra,Mumbai,Borivali,133,209,125,8,5.36,1.03
2026-07-09,18:00:00,Maharashtra,Mumbai,Thane,183,110,166,17,8.65,1.23
2026-07-14,07:00:00,Maharashtra,Mumbai,Andheri,182,160,168,14,6.58,1.11
2026-05-30,00:00:00,Maharashtra,Mumbai,Thane,43,,36,7,5.07,1.0
2026-05-15,23:00:00,Maharashtra,Mumbai,Powai,86,130,80,6,5.71,1.01
2026-05-08,09:00:00,Maharashtra,Mumbai,Dadar,131,115,115,16,6.34,1.11
2026-07-15,08:00:00,Maharashtra,Mumbai,Thane,150,115,134,16,6.2,1.18
2026-05-30,05:00:00,Maharashtra,Mumbai,Lower Parel,47,165,45,2,5.4,1.0
2026-06-04,21:00:00,Maharashtra,Mumbai,Borivali,119,189,101,18,4.83,1.01
2026-07-12,07:00:00,Maharashtra,Mumbai,Andheri,153,146,140,13,6.3,1.06
2026-06-24,05:00:00,Maharashtra,Mumbai,Kurla,70,198,68,2,4.67,1.01
2026-06-05,23:00:00,Maharashtra,Mumbai,Bandra,95,138,89,6,5.78,1.0
2026-06-02,06:00:00,Maharashtra,Mumbai,Andheri,112,161,104,8,5.03,1.01
2026-06-06,19:00:00,Maharashtra,Mumbai,Powai,167,152,151,16,7.0,1.1
2026-05-01,14:00:00,Maharashtra,Mumbai,Lower Parel,165,172,147,18,7.06,1.07
2026-05-09,10:00:00,Maharashtra,Mumbai,Thane,92,121,82,10,4.86,1.02
2026-06-30,07:00:00,Maharashtra,Mumbai,Thane,159,127,147,12,6.37,1.13
2026-06-03,09:00:00,Maharashtra,Mumbai,Thane,162,142,147,15,7.23,1.13
2026-06-20,13:00:00,Maharashtra,Mumbai,Andheri,133,143,122,11,6.65,1.05
2026-07-22,18:00:00,Maharashtra,Mumbai,,196,156,179,17,7.12,1.19
2026-07-01,08:00:00,Maharashtra,Mumbai,Lower Parel,231,177,205,26,5.64,1.17
2026-07-09,22:00:00,Maharashtra,Mumbai,Lower Parel,133,175,126,7,5.48,1.02
2026-06-04,18:00:00,Maharashtra,Mumbai,Thane,189,,164,25,6.6,1.21
2026-07-13,16:00:00,Maharashtra,Mumbai,Andheri,93,148,89,4,5.54,1.0
2026-05-28,14:00:00,Maharashtra,Mumbai,Borivali,172,164,164,8,6.16,1.06
2026-05-09,06:00:00,Maharashtra,Mumbai,Andheri,95,123,90,5,5.11,1.02
2026-07-29,21:00:00,Maharashtra,Mumbai,Lower Parel,108,190,103,5,5.09,1.0
2026-05-08,13:00:00,Maharashtra,Mumbai,Bandra,122,133,110,12,6.75,1.01
2026-05-18,19:00:00,Maharashtra,Mumbai,Powai,196,145,173,23,6.66,1.18
2026-05-01,22:00:00,Maharashtra,Mumbai,Borivali,133,178,124,9,4.03,1.0
2026-07-21,23:00:00,Maharashtra,Mumbai,Borivali,103,180,97,6,5.47,1.02
2026-07-16,17:00:00,Maharashtra,Mumbai,Andheri,221,162,194,27,6.79,1.17
2026-06-10,22:00:00,Maharashtra,Mumbai,Powai,,128,82,5,4.58,1.0
2026-07-19,20:00:00,Maharashtra,Mumbai,Borivali,193,184,178,15,6.18,1.1
2026-05-17,09:00:00,Maharashtra,Mumbai,Kurla,207,216,193,14,6.32,1.05
2026-06-29,01:00:00,Maharashtra,Mumbai,Lower Parel,65,144,62,3,4.21,1.0
2026-07-18,13:00:00,Maharashtra,Mumbai,Powai,123,144,114,9,4.87,1.03
2026-05-12,17:00:00,Maharashtra,Mumbai,Dadar,154,110,138,16,7.59,1.18
2026-06-19,17:00:00,Maharashtra,Mumbai,Andheri,187,150,167,20,6.62,1.14
2026-05-14,08:00:00,Maharashtra,Mumbai,Dadar,151,105,133,18,6.38,1.16
2026-06-21,17:00:00,Maharashtra,,Bandra,133,155,121,12,6.41,1.09
2026-05-01,05:00:00,Maharashtra,Mumbai,Dadar,22,128,21,1,5.27,1.01
2026-07-06,15:00:00,Maharashtra,Mumbai,Thane,60,94,55,5,5.71,1.0
2026-07-09,15:00:00,Maharashtra,,Bandra,70,125,63,7,5.38,1.05
2026-05-04,13:00:00,Maharashtra,Mumbai,Andheri,158,146,146,12,6.87,
2026-07-04,15:00:00,Maharashtra,Mumbai,Borivali,157,179,140,17,5.6,1.01
2026-06-19,00:00:00,Maharashtra,Mumbai,Lower Parel,54,166,54,0,4.47,1.03
2026-07-18,21:00:00,Maharashtra,Mumbai,Borivali,119,172,107,12,5.75,1.0
2026-05-29,01:00:00,Maharashtra,Mumbai,Lower Parel,64,149,61,3,3.77,1.0
2026-05-11,17:00:00,Maharashtra,Mumbai,Thane,177,96,150,27,8.7,1.27
2026-06-21,09:00:00,Maharashtra,Mumbai,Thane,103,126,92,11,6.04,1.07
2026-07-28,21:00:00,Maharashtra,Mumbai,Dadar,58,94,53,5,4.41,1.03
2026-07-10,12:00:00,Maharashtra,Mumbai,Bandra,96,104,88,8,6.3,1.04
2026-05-18,16:00:00,Maharashtra,Mumbai,Dadar,64,113,57,7,5.62,1.0
2026-07-17,04:00:00,Maharashtra,Mumbai,Borivali,61,146,53,8,5.21,1.0
2026-05-29,21:00:00,Maharashtra,Mumbai,Lower Parel,117,132,108,9,4.92,1.06
2026-05-17,23:00:00,Maharashtra,Mumbai,Powai,88,142,80,8,4.94,1.0
2026-05-28,21:00:00,Maharashtra,Mumbai,Lower Parel,106,175,97,9,4.72,1.01
2026-06-13,02:00:00,Maharashtra,Mumbai,Bandra,52,127,49,3,3.92,1.05
2026-05-22,04:00:00,Maharashtra,Mumbai,Andheri,46,131,43,3,3.88,1.06
2026-06-02,16:00:00,Maharashtra,Mumbai,Powai,106,128,99,7,4.82,1.0
2026-05-24,20:00:00,Maharashtra,Mumbai,Lower Parel,153,199,140,13,6.01,1.09
2026-06-16,08:00:00,Maharashtra,Mumbai,Kurla,236,,209,27,6.83,1.11
2026-06-07,02:00:00,Maharashtra,Mumbai,Andheri,54,133,49,5,4.9,1.03
2026-06-06,02:00:00,Maharashtra,Mumbai,Bandra,37,152,33,4,5.74,1.04
2026-07-21,05:00:00,Maharashtra,Mumbai,Borivali,62,150,58,4,5.35,1.01
2026-05-12,01:00:00,Maharashtra,Mumbai,Lower Parel,56,127,53,3,5.86,1.01
2026-06-13,09:00:00,Maharashtra,Mumbai,Lower Parel,179,175,167,12,5.37,1.08
2026-05-21,03:00:00,Maharashtra,Mumbai,Borivali,74,173,70,4,5.24,1.0
2026-06-25,04:00:00,Maharashtra,Mumbai,Borivali,41,151,39,2,4.95,1.0
2026-07-10,00:00:00,Maharashtra,Mumbai,Thane,40,96,37,3,6.04,1.02
2026-06-23,05:00:00,Maharashtra,Mumbai,Borivali,67,154,63,4,4.14,1.0
2026-07-02,23:00:00,Maharashtra,Mumbai,Thane,95,104,87,8,5.59,1.02
2026-06-19,23:00:00,Maharashtra,Mumbai,Lower Parel,107,184,100,7,4.89,1.0
2026-05-04,01:00:00,Maharashtra,Mumbai,Thane,39,105,36,3,4.59,1.0
2026-05-08,07:00:00,Maharashtra,Mumbai,Powai,199,151,179,20,6.67,1.17
2026-06-23,13:00:00,Maharashtra,Mumbai,Borivali,175,198,161,14,5.71,1.02
2026-07-19,23:00:00,Maharashtra,Mumbai,Andheri,83,158,77,6,5.1,1.0
,03:00:00,Maharashtra,Mumbai,Powai,62,128,59,3,4.67,1.06
2026-05-31,16:00:00,Maharashtra,Mumbai,Powai,90,146,79,11,5.7,1.0
2026-07-01,02:00:00,Maharashtra,Mumbai,Dadar,40,98,38,2,4.47,1.01
2026-05-20,12:00:00,Maharashtra,Mumbai,Borivali,158,199,140,18,4.61,1.0
2026-05-01,13:00:00,Maharashtra,Mumbai,Thane,106,106,98,8,6.69,1.04
2026-06-23,14:00:00,Maharashtra,Mumbai,Borivali,165,192,151,14,6.43,1.05
2026-05-14,21:00:00,Maharashtra,Mumbai,Powai,92,142,84,8,6.34,1.0
2026-07-29,06:00:00,Maharashtra,Mumbai,Thane,63,107,61,2,5.23,1.0
2026-07-19,22:00:00,Maharashtra,Mumbai,Borivali,129,177,120,9,5.28,1.02
2026-07-05,04:00:00,Maharashtra,Mumbai,Powai,59,119,56,3,5.81,1.02
2026-07-07,13:00:00,Maharashtra,Mumbai,Andheri,171,158,156,15,7.48,1.08
2026-06-07,12:00:00,Maharashtra,Mumbai,Thane,126,123,116,10,6.18,1.08
2026-06-09,08:00:00,Maharashtra,Mumbai,Bandra,158,140,145,13,5.44,1.14
2026-07-05,14:00:00,Maharashtra,Mumbai,Andheri,154,128,141,13,6.49,1.16
2026-05-23,17:00:00,Maharashtra,Mumbai,Lower Parel,185,156,165,20,6.0,1.09
2026-07-12,17:00:00,Maharashtra,Mumbai,Kurla,254,220,228,26,5.45,1.1
2026-06-26,07:00:00,Maharashtra,Mumbai,Bandra,159,136,142,17,6.6,1.11
2026-06-20,21:00:00,Maharashtra,Mumbai,Bandra,78,124,74,4,6.55,1.0
2026-05-01,05:00:00,Maharashtra,Mumbai,Powai,63,139,56,7,4.19,1.0
2026-07-21,13:00:00,Maharashtra,,Kurla,168,198,147,21,6.37,1.0
2026-05-23,03:00:00,Maharashtra,Mumbai,Thane,42,111,40,2,5.15,1.0
2026-07-23,20:00:00,Maharashtra,Mumbai,Powai,202,159,178,24,7.81,1.14
2026-07-21,00:00:00,Maharashtra,Mumbai,Powai,40,138,40,0,5.16,1.02
2026-05-25,06:00:00,Maharashtra,Mumbai,Borivali,132,188,126,6,5.81,1.0
2026-07-06,11:00:00,Maharashtra,Mumbai,Dadar,72,95,68,4,6.02,1.0
2026-07-26,14:00:00,Maharashtra,,Dadar,89,109,82,7,5.34,1.0
2026-05-02,16:00:00,Maharashtra,Mumbai,Thane,77,88,72,5,5.91,1.03
2026-07-29,15:00:00,Maharashtra,Mumbai,Thane,68,90,60,8,5.07,1.0
,01:00:00,Maharashtra,Mumbai,Andheri,55,133,51,4,4.98,1.0
2026-05-21,07:00:00,Maharashtra,Mumbai,Borivali,213,223,202,11,5.81,1.13
2026-06-18,03:00:00,Maharashtra,Mumbai,Dadar,31,96,25,6,3.92,1.0
2026-05-12,18:00:00,Maharashtra,Mumbai,Kurla,326,216,292,34,7.96,1.14
2026-07-29,11:00:00,Maharashtra,Mumbai,Powai,95,137,90,5,5.86,1.0
2026-05-03,16:00:00,Maharashtra,Mumbai,Bandra,76,120,70,6,4.71,1.03
2026-07-03,03:00:00,Maharashtra,Mumbai,Borivali,76,169,75,1,6.1,1.0
2026-07-04,14:00:00,Maharashtra,Mumbai,Borivali,184,180,171,13,5.42,1.04
2026-07-10,07:00:00,Maharashtra,Mumbai,Andheri,211,177,188,23,7.92,1.14
